lemma,n,pos,grc,en,ja,fr,usg_ja,usg_en,cdo
ⲧⲟⲩⲉⲓⲟ,1,N,,,,,,,
ⲧⲟⲩⲓⲏ,1,N,,,,,,,
ⲧⲟⲩⲓⲟ,1,V,,,,,,,
ⲧⲟⲩⲛ,1,V,,,,,,,
ⲧⲟⲩⲛⲉⲥⲣⲉϥⲙⲟⲟⲩⲧ,1,N,,,,,,,
ⲧⲟⲩⲛⲟⲥ,1,V,,,,,,,
ⲧⲟⲩⲟⲩⲣⲁⲛⲟⲩ,1,FM,,,,,,,
ⲧⲟⲩⲣⲏⲥ,1,N,,,,,,,
ⲧⲡⲁⲛ,1,ART,,,,,,,
ⲧⲡⲉ,1,N,,heaven; top,天,ciel,,,
ⲧⲡⲉⲕ,1,POSS,,,,,,,
ⲧⲡⲥⲧⲓⲥ,1,ART,,,,,,,
ⲧⲣⲁ,1,ART,,,,,,,
ⲧⲣⲁⲡⲉⲍⲓⲧⲏⲥ,1,N,,,,,,,
ⲧⲣⲉⲕ,1,N,,,,,,,
ⲧⲣⲉⲥ,1,V,,,,,,,
ⲧⲣⲉⲧⲛ,1,V,,,,,,,
ⲧⲣⲉⲩ,1,V,,,,,,,
ⲧⲣⲓ,1,N,,,,,,,
ⲧⲣⲓⲇⲩⲛⲁⲙⲓⲥ,1,N,Y,triple power (τρι-δύναμις),三つの力,triple-puissance (τρι-δύναμις),,,
ⲧⲣⲓⲇⲩⲛⲁⲙⲟⲥ,1,N,Y,triple-powered (τρι-δύναμος),三力の,triple-puissant (τρι-δύναμος),,,
ⲧⲣⲓⲡⲛⲉⲩⲙⲁⲧⲟⲥ,1,N,,of three spirits (τρι-πνεύματος),三霊の,aux trois esprits (τρι-πνεύματος),,,
ⲧⲣⲟⲫⲏ,1,N,Y,,,,,,
ⲧⲣⲟⲫⲟⲟⲩⲉ,1,N,,,,,,,
ⲧⲥⲁ,1,V,,,,,,,
ⲧⲥⲃⲕⲉ,1,V,,"diminish, lessen",減らす,diminuer,,,
ⲧⲥⲃⲕⲏⲩ,1,V,,,,,,,
ⲧⲥⲃⲕⲟ,1,V,,"diminish, lessen",減らす,diminuer,,,
ⲧⲥⲟ,1,V,,,,,,,
ⲧⲥⲩⲅⲕⲣⲁⲥⲓⲥ,1,N,,,,,,,
ⲧⲩⲣⲁⲛⲛⲟⲥ,1,N,Y,"tyrant, ruler (τύραννος)",暴君,tyran (τύραννος),,,
ⲧⲱ,1,V,,,,,,,
ⲧⲱϩ,1,VSTAT,,,,,,,
ⲧⲱϩⲥ,1,N,,,,,,,
ⲧⲱⲃⲉ,1,NPROP,,,,,,,
ⲧⲱⲃⲥ,1,V,,,,,,,
ⲧⲱⲓ,1,NUM,,,,,,,
ⲧⲱⲕⲙ,1,V,,,,,,,
ⲧⲱⲗⲕ,1,V,,,,,,,
ⲧⲱⲗⲥ,1,V,,,,,,,
ⲧⲱⲙⲧ,1,V,,"meet, encounter",出会う,rencontrer,,,
ⲧⲱⲣⲡ,1,V,,"seize, snatch away",奪う,ravir,,,
ⲩϣⲟⲟⲡ,1,PPER,,,,,,,
ⲩϫⲓⲗⲁⲁⲩ,1,PPER,,,,,,,
ⲩϫⲓⲙⲁⲍⲉ,1,PPER,,,,,,,
ⲩⲁⲉⲧⲣⲉϥⲙⲟⲩ,1,V,,,,,,,
ⲩⲁⲑⲁⲇⲏⲥ,1,V,,,,,,,
ⲩⲁⲛ,1,V,,,,,,,
ⲩⲅⲉ,1,V,,,,,,,
ⲩⲇⲟϭⲓⲙⲁⲍⲉ,1,PPER,,,,,,,
ⲩⲉ,1,PPER,,,,,,,
ⲩⲉϣⲣⲗⲁⲁⲩ,1,V,,,,,,,
ⲩⲉⲕⲗⲓⲛⲉ,1,V,,,,,,,
ⲩⲕⲁⲁⲩⲥ,1,PPER,,,,,,,
ⲩⲙⲫⲓⲇⲓⲟⲛ,1,PPER,,,,,,,
ⲩⲛⲁⲣⲇⲓⲕⲁⲓⲟⲥ,1,NUM,,,,,,,
ⲩⲟ,1,PPER,,,,,,,
ⲩⲟⲩⲧⲃ,1,PPER,,,,,,,
ⲩⲡⲟϣ,1,PPER,,,,,,,
ⲩⲡⲟⲟⲛ,1,V,,,,,,,
ⲩⲣⲡ,1,PPER,,,,,,,
ⲩⲥⲧⲏⲣⲓⲟⲛ,1,PPER,,,,,,,
ⲩⲧⲉⲩ,1,ART,,,,,,,
ⲫⲁⲛⲉⲣⲱⲥ,1,ADV,Y,openly (φανερῶς),公然と,ouvertement (φανερῶς),,,
ⲫⲁⲛⲧⲁⲥⲙⲁ,1,N,Y,,,,,,
ⲫⲁⲣⲙⲁⲅⲓⲁ,1,N,,,,,,,
ⲫⲁⲣⲙⲁⲕⲟⲥ,1,N,,,,,,,
ⲫⲑⲟⲛⲓ,1,V,Y,,,,,,
ⲫⲓⲗⲓⲡⲡⲉ,1,PREP,,,,,,,
ⲫⲓⲗⲓⲡⲡⲟⲥ,1,NPROP,Y,Philip,フィリポ,Philippe,,,
ⲫⲟⲛⲉⲩⲥ,1,N,Y,,,,,,
ⲫⲟⲣⲉⲓ,1,V,Y,,,,,,
ⲫⲣⲁⲅⲉⲗⲗⲟⲩ,1,V,Y,,,,,,
ⲫⲣⲁⲅⲓⲍⲉ,1,V,Y,,,,,,
ⲫⲩⲗⲁⲝ,1,N,Y,guard (φύλαξ),番人,gardien (φύλαξ),,,
ⲫⲩⲗⲏ,1,N,Y,,,,,,
ⲫⲫⲫ,1,NUM,,,,,,,
ⲫⲱϣ,1,N,,,,,,,
ⲫⲱⲛⲏ,1,N,Y,"voice, sound (φωνή)",声,voix (φωνή),,,
ⲫⲱⲥⲧⲏⲣ,1,N,Y,luminary (φωστήρ),光体,luminaire (φωστήρ),,,
ⲭⲁⲓⲛⲭⲱⲱⲱⲭ,1,NPROP,,,,,,,
ⲭⲁⲗⲁⲍⲁ,1,N,Y,,,,,,
ⲭⲁⲣⲁⲅⲙⲏ,1,N,,,,,,,
ⲭⲁⲣⲁⲭⲁⲣ,1,NPROP,,,,,,,
ⲭⲁⲣⲙⲱⲛ,1,NPROP,,,,,,,
ⲭⲓⲣⲓⲉ,1,NPROP,,,,,,,
ⲭⲓⲱⲛ,1,N,Y,,,,,,
ⲭⲟⲣⲧⲟⲥ,1,N,Y,,,,,,
ⲭⲟⲩⲥ,1,N,Y,,,,,,
ⲭⲣⲏⲙⲁⲱⲣ,1,N,,,,,,,
ⲭⲣⲏⲥⲧⲟⲛ,1,N,,,,,,,
ⲭⲣⲓⲥⲙⲁ,1,N,Y,,,,,,
ⲭⲣⲱ,1,V,Y,,,,,,
ⲭⲱⲛⲃⲁⲗ,1,NPROP,,,,,,,
ⲭⲱⲣⲏⲙⲁ,1,N,,"space, region (χώρημα)",領域,espace (χώρημα),,,
ⲭⲱⲣⲓⲥⲥⲩⲛⲍⲩⲅⲟⲥ,1,N,,,,,,,
ⲭⲱⲥⲓ,1,NPROP,,,,,,,
ⲭⲱⲭⲉ,1,NPROP,,,,,,,
ⲭⲱⲭⲉⲧⲉⲱⲫ,1,NPROP,,,,,,,
ⲯⲁⲗⲗⲉ,1,V,,,,,,,
ⲯⲁⲗⲙⲟⲥ,1,N,Y,psalm (ψαλμός),詩篇,psaume (ψαλμός),,,
ⲯⲏⲫⲟⲥ,1,N,Y,"reckoning, vote (ψῆφος)",計算・票,calcul (ψῆφος),,,
ⲯⲓⲥ,1,N,,,,,,,
ⲯⲓⲧ,1,NUM,,,,,,,
ⲯⲩⲭⲟⲟⲩ,1,N,,,,,,,
ⲯⲩⲭⲟⲟⲩⲉⲣⲟ,1,N,,,,,,,
ⲯⲯⲯ,1,V,,,,,,,
ⲱϣⲙ,1,V,,,,,,,
ⲱϥⲉ,1,VSTAT,,,,,,,
ⲱϩⲧ,1,V,,,,,,,
ⲱϫⲛⲉⲓ,1,N,,,,,,,
ⲱϭⲣ,1,V,,,,,,,
ⲱⲃϣ,1,N,,forget,忘れる,oublier,,,
ⲱⲇⲏ,1,N,Y,"ode, song (ᾠδή)",歌,ode (ᾠδή),,,
ⲱⲍⲍⲁⲣⲁⲭⲁⲙⲁⲱ,1,FM,,,,,,,
ⲱⲓⲁⲯⲓⲛⲱⲑⲉⲣ,1,FM,,,,,,,
ⲱⲕ,1,V,,,,,,,
ⲱⲕⲉⲁⲛⲟⲥ,1,N,Y,,,,,,
ⲱⲕⲙ,1,VSTAT,,,,,,,
ⲱⲗ,1,V,,,,,,,
ⲱⲙⲕ,1,V,,,,,,,
ⲱⲙⲥ,1,V,,,,,,,
ⲱⲛⲏ,1,N,Y,,,,,,
ⲱⲡⲛⲛⲁ,1,V,,,,,,,
ⲱⲣϫ,1,N,,"be firm, secure; establish",確かにする,affermir,,,
ⲱⲣⲓⲙⲟⲩⲑ,1,NPROP,,,,,,,
ⲱⲧⲡ,1,V,,,,,,,
ⲱⲯⲓⲑⲉⲣⲛⲉⲫⲑⲟⲙⲁⲱⲑ,1,FM,,,,,,,
ⲱⲱⲱ,1,NUM,,,,,,,
ⲕⲗⲓⲙⲁ,1,N,Y,"region, clime (κλίμα)",地域・気候帯,"région, climat (κλίμα)",,,
ϣⲁⲛϩⲏⲧ,1,N,,"compassion, pity",憐れみ,compassion,,,
ϣⲃⲉⲉⲣⲉ,1,N,,,,,,,
ϣⲃⲉⲓⲱ,1,N,,"exchange, recompense",報い・交換,"échange, rétribution",,,
ϣⲃⲣϣⲉⲗⲉⲉⲧ,1,N,,,,,,,
ϣⲉϣ,1,V,,,,,,,
ϣⲙⲙⲱ,1,N,,"stranger, foreigner",寄留者,étranger,,,
ϣⲱⲙⲉ,1,N,,,,,,,
ϣⲱⲥⲙ,1,V,,,,,,,
ϣⲱⲱⲙⲉ,1,N,,,,,,,
ϩⲉⲃⲱⲱⲛ,1,N,,,,,,,
ϩⲏⲙⲉ,1,N,,,,,,,
ϩⲓⲕⲁⲛⲟⲥ,1,N,Y,"sufficient, able (ἱκανός)",十分な,suffisant (ἱκανός),,,
ϩⲗⲟⲟⲗⲉ,1,V,,,,,,,
ϩⲙⲥ,1,N,,,,,,,
ϩⲟⲉⲓⲙ,1,N,,wave,波,vague,,,
ϩⲣϩⲣ,1,V,,,,,,,
ϩⲣⲟⲩⲑ,1,NPROP,,Ruth,ルツ,Ruth,,,
ϩⲩⲗⲟⲥ,1,N,Y,,,,,,
ϩⲩⲡⲟⲇⲏⲙⲁ,1,N,Y,sandal (ὑπόδημα),履物,sandale (ὑπόδημα),,,
ϩⲱⲣϭ,1,VSTAT,,,,,,,
ϫⲁⲓⲟϩⲥ,1,N,,,,,,,
ϫⲓϩⲁⲉⲓⲃⲉⲥ,1,V,,take shelter in shade,木陰に身を寄せる,s'abriter à l'ombre,,,
ϫⲟⲓ,1,N,,"ship, boat",舟,barque,,,
ϫⲟⲕⲙ,1,V,,"wash, bathe",身を洗う,se baigner,,,
ϫⲡⲉϣⲏⲣⲉ,1,V,,,,,,,
ϫⲱⲛⲧ,1,V,,,,,,,
ϭⲛⲭⲁⲣⲓⲥ,1,V,,,,,,,
ϯϣⲓⲡⲉ,1,V,,put to shame,恥じさせる,faire honte,,,
ϯⲟⲉⲓⲕ,1,V,,,,,,,
ϯⲥⲓϣⲉ,1,V,,be/make bitter,苦くする,rendre amer,,,
ⲁⲃⲓⲙⲉⲗⲉⲭ,1,NPROP,,Elimelech (Naomi's husband),エリメレク,Élimélek,,,
ⲁⲙⲁⲑⲉⲓ,1,NPROP,,Amittai (Jonah's father),アミタイ,Amittaï,,,
ⲁⲙⲓⲛⲁⲇⲁⲃ,1,NPROP,,Amminadab,アミナダブ,Aminadab,,,
ⲁⲣⲁⲙ,1,NPROP,,Ram (Aram),ラム,Aram,,,
ⲃⲏⲑⲗⲉⲉⲙ,1,NPROP,,Bethlehem,ベツレヘム,Bethléem,,,
ⲃⲛⲧⲛⲉϭⲗⲟϭ,1,N,,,,,,,
ⲃⲟⲉⲥ,1,NPROP,,Boaz,ボアズ,Booz,,,
ⲇⲓⲕⲁⲓⲟⲛ,1,N,Y,"just, right (δίκαιον)",正しい,juste (δίκαιον),,,
ⲇⲓⲕⲁⲓⲱⲙⲁ,1,N,Y,"ordinance, righteous act (δικαίωμα)",義の定め,ordonnance (δικαίωμα),,,
ⲉϩⲟⲩⲟ,1,ADV,,"more, exceedingly",より多く,davantage,,,
ⲉⲓⲟⲡⲉ,1,N,,threshing floor,脱穀場,aire à battre,,,
ⲉⲓⲱϩⲉ,1,N,,field,畑,champ,,,
ⲉⲕⲉ,1,X,,,,,,,
ⲉⲝϩⲟⲙⲟⲗⲟⲅⲏⲥⲓⲥ,1,N,Y,confession (ἐξομολόγησις),告白,confession (ἐξομολόγησις),,,
ⲉⲥⲣⲱⲙ,1,NPROP,,Hezron,ヘツロン,Hesrôn,,,
ⲉⲧⲃⲁ,1,PREP,,"because of, for (var.)",～のために（異形）,à cause de (var.),,,
ⲉⲧⲉⲧⲛⲉ,1,X,,,,,,,
ⲉⲫⲣⲁⲑⲁ,1,NPROP,,Ephrathah,エフラタ,Éphrata,,,
ⲉⲫⲣⲁⲑⲁⲓⲟⲥ,1,N,,Ephrathite,エフラタ人,Éphratéen,,,
ⲏⲇⲏ,1,ADV,Y,already (ἤδη),すでに,déjà (ἤδη),,,
ⲑⲁⲗⲗⲁⲥⲥⲁ,1,N,Y,sea (θάλασσα),海,mer (θάλασσα),,,
ⲑⲁⲙⲁⲣ,1,NPROP,,Tamar,タマル,Tamar,,,
ⲑⲁⲣⲥⲉⲓⲥ,1,NPROP,,Tarshish,タルシシュ,Tarsis,,,
ⲓⲉⲥⲥⲁⲓ,1,NPROP,,Jesse,エッサイ,Jessé,,,
ⲓⲟⲡⲏ,1,NPROP,,Joppa,ヨッパ,Joppé,,,
ⲓⲟⲩⲇⲁ,1,NPROP,,Judah,ユダ,Juda,,,
ⲓⲱⲃⲏⲇ,1,NPROP,,Obed,オベデ,Obed,,,
ⲓⲱⲛⲁ,1,NPROP,,Jonah,ヨナ,Jonas,,,
ⲓⲱⲛⲁⲥ,1,NPROP,,Jonah,ヨナ,Jonas,,,
ⲕⲁϩⲏⲩ,1,ADV,,naked,裸の,nu,,,
ⲕⲏⲣⲩⲅⲙⲁ,1,N,Y,proclamation (κήρυγμα),宣教,proclamation (κήρυγμα),,,
ⲕⲏⲧⲟⲥ,1,N,Y,"sea-monster, great fish (κῆτος)",大魚・鯨,monstre marin (κῆτος),,,
ⲕⲓⲛⲇⲩⲛⲉⲩⲉ,1,V,Y,be in danger (κινδυνεύω),危険に陥る,être en danger (κινδυνεύω),,,
ⲕⲛⲁⲁⲩ,1,N,,,,,,,
ⲕⲟⲩⲛⲥ,1,N,,"bosom, embrace",懐,sein,,,
ⲕⲣⲟ,1,N,,"shore, bank",岸,rive,,,
ⲕⲧⲉⲯⲩⲭⲏ,1,V,,,,,,,
ⲗⲁⲕⲙ,1,N,,"morsel, piece",一切れ,morceau,,,
ⲙⲁⲁⲗⲱⲛ,1,NPROP,,Mahlon,マフロン,Mahlôn,,,
ⲙⲁⲣⲧⲩⲣⲓⲟⲛ,1,N,Y,testimony (μαρτύριον),証し,témoignage (μαρτύριον),,,
ⲙⲉϩⲙⲟⲟⲩ,1,V,,,,,,,
ⲙⲉϩⲥⲉⲡ,1,NUM,,,,,,,
ⲙⲟⲟⲛⲉ,1,V,,"tend, pasture; moor",養う・係留する,paître ; amarrer,,,
ⲙⲱⲁⲃ,1,NPROP,,Moab,モアブ,Moab,,,
ⲙⲱⲁⲃⲓⲧⲏⲥ,1,N,,Moabite,モアブ人,Moabite,,,
ⲛⲁⲁⲥⲥⲱⲛ,1,NPROP,,Nahshon,ナフション,Naasson,,,
ⲛⲉϫⲕⲗⲏⲣⲟⲥ,1,V,,cast lots,くじを引く,tirer au sort,,,
ⲛⲉⲉϥ,1,N,,sailor,船乗り,marin,,,
ⲛⲓⲛⲉⲩⲏ,1,NPROP,,Nineveh,ニネベ,Ninive,,,
ⲛⲟⲉⲙⲓⲛ,1,NPROP,,Naomi,ナオミ,Noémi,,,
ⲛⲟⲩϣⲡ,1,V,,,,,,,
ⲟⲣⲫⲁ,1,N,,Orpah,オルパ,Orpa,,,
ⲟⲩⲛⲧ,1,N,,,,,,,
ⲟⲩⲟϣⲟⲩⲉϣ,1,V,,,,,,,
ⲡⲉⲣⲓⲍⲱⲙⲁ,1,N,Y,"girdle, apron (περίζωμα)",腰帯,pagne (περίζωμα),,,
ⲡⲉⲧⲛⲁⲛⲟⲩϥ,1,N,,"the good, what is good",善きもの,le bien,,,
ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,1,N,Y,elder (πρεσβύτερος),長老,ancien (πρεσβύτερος),,,
ⲣϩⲗⲗⲱ,1,V,,grow old,老いる,vieillir,,,
ⲣϩⲟⲉⲓⲙ,1,V,,,,,,,
ⲣϫⲛⲟⲟⲩ,1,N,,,,,,,
ⲣⲁⲧϣⲏⲣⲉ,1,V,,childless,子なき,sans enfant,,,
ⲣⲁⲧϩⲁⲓ,1,V,,without a husband,夫なき,sans mari,,,
ⲣⲙⲙⲁⲟ,1,N,,rich person,富者,riche,,,
ⲣⲙⲛⲥⲟⲟⲩⲛ,1,N,,"kinsman, acquaintance",縁者・知人,"parent, connaissance",,,
ⲣⲙⲣⲁⲩⲏ,1,N,,,,,,,
ⲣⲱϩⲧ,1,V,,"strike, knock down",打ち倒す,abattre,,,
ⲥϭⲏⲣ,1,V,,"sail, row",帆走する・漕ぐ,"naviguer, ramer",,,
ⲥⲁϥ,1,N,,yesterday,昨日,hier,,,
ⲥⲁⲁⲛϣ,1,V,,"nourish, rear, feed",養う,nourrir,,,
ⲥⲁⲗⲙⲱⲛ,1,NPROP,,Salmon,サルモン,Salmôn,,,
ⲥⲉⲙⲟⲟⲩ,1,V,,,,,,,
ⲥⲕⲉⲩⲏ,1,N,Y,"vessel, gear (σκευή)",器・道具,ustensile (σκευή),,,
ⲥⲟⲩⲛⲣⲱⲙⲉ,1,V,,,,,,,
ⲥⲣⲓⲧ,1,V,,glean,落ち穂を拾う,glaner,,,
ⲥⲩⲅⲅⲉⲛⲉⲓⲁ,1,N,Y,"kindred, relatives (συγγένεια)",親族,parenté (συγγένεια),,,
ⲥⲱⲡ,1,V,,,,,,,
ⲧⲁⲙⲓⲏⲩ,1,VSTAT,,"be created, made (stat.)",造られた（状態）,être créé (statif),,,
ⲧⲏⲟⲩ,1,N,,wind,風,vent,,,
ⲧⲟⲡ,1,N,,"edge, hem, border",縁・裾,"bord, ourlet",,,
ⲧⲱⲙⲥ,1,V,,bury,葬る,ensevelir,,,
ⲫⲁⲣⲉⲥ,1,NPROP,,Perez,ペレツ,Pérets,,,
ⲭⲁⲓⲗⲉⲱⲛ,1,NPROP,,Chilion (var.),キルヨン（異形）,Kilyôn (var.),,,
ⲭⲉⲗⲁⲓⲱⲛ,1,NPROP,,Chilion,キルヨン,Kilyôn,,,
ϣoⲙⲛⲧ,1,NUM,,,,,,,
ϣⲁⲁ,1,V,,,,,,,
ϣⲁⲉⲓ,1,N,,,,,,,
ϣⲁⲕⲧ,1,V,,,,,,,
ϣⲁⲗ,1,N,,,,,,,
ϣⲃⲃⲓⲱ,1,N,,,,,,,
ϣⲉⲡϣⲱⲡ,1,V,,,,,,,
ϣⲗⲧⲙ,1,N,,,,,,,
ϣⲛ,1,V,,,,,,,
ϣⲛⲁⲥⲡⲁⲥⲙⲟⲥ,1,V,,,,,,,
ϣⲛⲉ,1,N,,,,,,,
ϣⲟϣⲟⲩ,1,N,,,,,,,
ϣⲟⲧϣⲧ,1,VSTAT,,,,,,,
ϣⲟⲩⲱϩ,1,V,,,,,,,
ϣⲥⲛⲉ,1,N,,,,,,,
ϥⲧⲟⲩ,1,NUM,,,,,,,
ϩⲁϩⲧⲉⲛ,1,PREP,,,,,,,
ϩⲁⲉⲓ,1,N,,,,,,,
ϩⲁⲉⲟⲩ,1,N,,,,,,,
ϩⲁⲗⲩⲥⲓⲥ,1,N,Y,chain (ἅλυσις),鎖,chaîne (ἅλυσις),,,
ϩⲁⲙϣⲉ,1,N,,,,,,,
ϩⲁⲧⲉ,1,PREP,,,,,,,
ϩⲃⲥ,1,N,,,,,,,
ϩⲉⲗⲗⲏⲛ,1,N,Y,"Greek, Gentile (Ἕλλην)",ギリシア人,Grec (Ἕλλην),,,
ϩⲉⲣⲙⲉⲛⲉⲩⲉ,1,V,Y,"interpret, translate (ἑρμηνεύω)",翻訳する,traduire (ἑρμηνεύω),,,
ϩⲉⲣⲙⲏⲛⲉⲩⲉ,1,V,Y,"interpret, translate (ἑρμηνεύω)",翻訳する,traduire (ἑρμηνεύω),,,
ϩⲏϭⲉ,1,V,,,,,,,
ϩⲏⲗⲉⲓⲁⲥ,1,NPROP,,Elijah,エリヤ,Élie,,,
ϩⲏⲛⲉ,1,N,,,,,,,
ϩⲏⲣⲱⲇⲏⲥ,1,NPROP,Y,Herod,ヘロデ,Hérode,,,
ϩⲏⲣⲱⲇⲓⲁⲛⲟⲥ,1,N,Y,Herodian,ヘロデ党員,hérodien,,,
ϩⲏⲣⲱⲇⲓⲁⲥ,1,NPROP,Y,Herodias,ヘロデヤ,Hérodiade,,,
ϩⲓϩⲏ,1,N,,"front, fore-part",前・先,"devant, avant",,,
ϩⲓⲉⲣⲓⲭⲱ,1,NPROP,,Jericho,エリコ,Jéricho,,,
ϩⲓⲉⲣⲟⲥⲟⲗⲩⲙⲁ,1,NPROP,,Jerusalem,エルサレム,Jérusalem,,,
ϩⲓⲣ,1,N,,,,,,,
ϩⲓⲧⲉ,1,V,,,,,,,
ϩⲟⲓⲧⲉ,1,N,,"garment, clothing",衣,vêtement,,,
ϩⲟⲩⲉ,1,N,,,,,,,
ϩⲟⲩⲙⲓⲥⲉ,1,N,,,,,,,
ϩⲣϣⲓⲣⲉ,1,N,,,,,,,
ϩⲣⲁϫⲣⲉϫ,1,V,,,,,,,
ϩⲣⲁⲃⲃⲟⲩⲛⲉⲓ,1,N,,,,,,,
ϩⲣⲏϭ,1,V,,,,,,,
ϩⲣⲟⲩ,1,N,,,,,,,
ϩⲣⲟⲩⲃⲃⲁⲉⲓ,1,N,,,,,,,
ϩⲣⲟⲩⲫⲟⲥ,1,NPROP,Y,Rufus,ルフォス,Rufus,,,
ϩⲱϭⲃ,1,V,,,,,,,
ϩⲱⲣⲡ,1,V,,,,,,,
ϩⲱⲧ,1,N,,,,,,,
ϫⲁϫⲉⲉⲩ,1,N,,,,,,,
ϫⲁⲓⲃⲉⲕⲉ,1,N,,,,,,,
ϫⲁⲓⲉ,1,N,,"desert, wilderness",荒野,désert,,,
ϫⲁⲙⲏ,1,N,,,,,,,
ϫⲉ|,1,CONJ,,,,,,,
ϫⲉⲛⲁ,1,V,,,,,,,
ϫⲉⲛⲟⲩⲛⲉ,1,V,,,,,,,
ϫⲏϭⲉ,1,N,,,,,,,
ϫⲏⲏⲥ,1,N,,,,,,,
ϫⲓϩⲟ,1,V,,,,,,,
ϫⲓⲛⲧⲁ,1,CONJ,,,,,,,
ϫⲓⲟⲉⲓⲕ,1,V,,,,,,,
ϫⲓⲥⲕⲉⲩⲏ,1,V,,,,,,,
ϫⲕϩⲁϩ,1,V,,,,,,,
ϫⲛⲉ,1,CONJ,,,,,,,
ϫⲡ,1,N,,hour,時刻,heure,,,
ϫⲱϫ,1,N,,,,,,,
ϭⲁⲃϩⲏⲧ,1,N,,,,,,,
ϭⲁⲙⲟⲩⲗ,1,N,,camel,らくだ,chameau,,,
ϭⲉϣϭⲱϣ,1,V,,,,,,,
ϭⲉⲣⲟⲟⲃ,1,N,,,,,,,
ϭⲉⲣⲱⲃ,1,N,,"staff, rod",杖,bâton,,,
ϭⲓⲥ,1,NUM,,,,,,,
ϭⲗⲙⲗⲱⲙ,1,V,,,,,,,
ϭⲙⲏⲟⲩ,1,N,,,,,,,
ϭⲙⲏⲩ,1,N,,,,,,,
ϭⲛⲁⲧ,1,V,,,,,,,
ϭⲟⲡⲧ,1,V,,,,,,,
ϭⲣⲱϭ,1,N,,,,,,,
ϯϩⲟⲓ,1,V,,,,,,,
ϯϭⲣⲟⲟⲙⲡⲉ,1,V,,,,,,,
ϯⲁⲁⲥ,1,V,,,,,,,
ϯⲃⲁⲡⲧⲓⲥⲙⲁ,1,V,,baptize,洗礼を授ける,baptiser,,,
ϯⲕⲏⲛⲥⲟⲥ,1,V,,,,,,,
ϯⲕⲗⲯ,1,V,,,,,,,
ϯⲗⲁⲁⲩ,1,V,,,,,,,
ϯⲟⲥⲉ,1,V,,,,,,,
ϯⲥⲟⲉⲓⲧ,1,V,,,,,,,
ϯⲧⲁⲉⲓⲟ,1,V,,,,,,,
ⲁ|,1,AUX,,,,,,,
ⲁϩⲉⲣ,1,V,,,,,,,
ⲁϩⲉⲣⲁⲧ,1,V,,,,,,,
ⲁϩⲟⲩ,1,V,,,,,,,
ⲁⲃⲃⲁ,1,N,,,,,,,
ⲁⲃⲓⲁⲑⲁⲣ,1,NPROP,,Abiathar,アビヤタル,Abiathar,,,
ⲁⲅⲉⲗⲏ,1,N,Y,herd (ἀγέλη),群れ,troupeau (ἀγέλη),,,
ⲁⲅⲟⲣⲁ,1,N,Y,marketplace (ἀγορά),市場,marché (ἀγορά),,,
ⲁⲉⲓⲧ,1,N,,,,,,,
ⲁⲓⲧⲓⲁ,1,N,Y,"charge, accusation (αἰτία)",罪状,accusation (αἰτία),,,
ⲁⲕⲁⲑⲁⲣⲧⲟⲛ,1,N,Y,unclean (ἀκάθαρτον),汚れた,impur (ἀκάθαρτον),,,
ⲁⲗ,1,N,,,,,,,
ⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ,1,N,Y,alabaster jar (ἀλάβαστρον),香油壺,albâtre (ἀλάβαστρον),,,
ⲁⲗⲉⲕⲧⲱⲣ,1,N,Y,rooster (ἀλέκτωρ),雄鶏,coq (ἀλέκτωρ),,,
ⲁⲗⲉⲝⲁⲛⲇⲣⲟⲥ,1,NPROP,Y,Alexander,アレクサンドロス,Alexandre,,,
ⲁⲗⲫⲁⲓⲟⲥ,1,N,,Alphaeus,アルファイ,Alphée,,,
ⲁⲗⲱ,1,V,,,,,,,
ⲁⲛⲁⲥⲧⲁⲥⲓⲥ,1,N,Y,resurrection (ἀνάστασις),復活,résurrection (ἀνάστασις),,,
ⲁⲛⲁⲩϣ,1,N,,,,,,,
ⲁⲟⲩⲏⲣ,1,PINT,,,,,,,
ⲁⲡⲁⲣⲛⲁ,1,V,Y,deny (ἀπαρνέομαι),否む,renier (ἀπαρνέομαι),,,
ⲁⲡⲁⲧⲏ,1,N,Y,deceit (ἀπάτη),欺き,tromperie (ἀπάτη),,,
ⲁⲡⲟⲇⲏⲙⲉⲓ,1,V,Y,go abroad (ἀποδημέω),旅に出る,partir en voyage (ἀποδημέω),,,
ⲁⲡⲟⲥⲧⲁⲥⲥⲉ,1,V,Y,take leave (ἀποτάσσω),別れを告げる,prendre congé (ἀποτάσσω),,,
ⲁⲣⲓⲙⲁⲑⲁⲓⲟⲥ,1,NPROP,,Arimathea (of),アリマタヤの,d'Arimathée,,,
ⲁⲣⲭⲓⲉⲣⲉⲩⲥ,1,N,Y,high priest (ἀρχιερεύς),大祭司,grand prêtre (ἀρχιερεύς),,,
ⲁⲣⲭⲓⲥⲩⲛⲁⲅⲱⲅⲟⲥ,1,N,Y,synagogue ruler (ἀρχισυνάγωγος),会堂司,chef de synagogue (ἀρχισυνάγωγος),,,
ⲁⲣⲭⲓⲧⲗⲕϩⲙⲥ,1,V,,,,,,,
ⲁⲥⲑⲉⲛⲏⲥ,1,N,Y,"weak, sick (ἀσθενής)",弱い,faible (ἀσθενής),,,
ⲁⲧϩⲏⲧ,1,N,,,,,,,
